episode,max_tile,score,avg_max_log_500,rate_2048_500,rate_4096_500,eps_per_sec
205000,4096,64392,12.236,0.9380,0.8340,33.5
205200,2048,39992,12.256,0.9420,0.8340,33.5
205400,4096,80748,12.220,0.9320,0.8340,33.5
205600,4096,80412,12.214,0.9380,0.8360,33.5
205800,4096,81404,12.182,0.9400,0.8300,33.4
206000,4096,78076,12.150,0.9140,0.8240,33.4
206200,1024,19264,12.164,0.9200,0.8280,33.4
206400,8192,175148,12.210,0.9420,0.8240,33.4
206600,8192,130496,12.182,0.9380,0.8180,33.4
206800,4096,71512,12.182,0.9340,0.8220,33.4
207000,2048,36144,12.252,0.9440,0.8360,33.4
207200,4096,76792,12.298,0.9520,0.8580,33.4
207400,2048,41836,12.260,0.9460,0.8400,33.3
207600,4096,78480,12.266,0.9440,0.8300,33.3
207800,8192,114376,12.258,0.9440,0.8320,33.3
208000,8192,122736,12.262,0.9400,0.8460,33.3
208200,2048,35588,12.270,0.9460,0.8620,33.3
208400,8192,169788,12.228,0.9420,0.8460,33.2
208600,8192,175836,12.164,0.9380,0.8260,33.2
208800,512,8872,12.106,0.9240,0.7980,33.2
209000,4096,83372,12.202,0.9400,0.8260,33.2
209200,4096,74012,12.218,0.9460,0.8320,33.1
209400,4096,70000,12.242,0.9480,0.8540,33.1
209600,4096,64296,12.216,0.9460,0.8540,33.1
209800,4096,80520,12.254,0.9520,0.8680,33.1
210000,8192,144652,12.218,0.9420,0.8440,33.1
210200,8192,114212,12.218,0.9400,0.8280,33.0
210400,4096,61800,12.260,0.9380,0.8360,33.0
210600,8192,118524,12.218,0.9380,0.8320,33.0
210800,8192,140148,12.252,0.9420,0.8420,33.0
211000,8192,122924,12.270,0.9460,0.8520,33.0
211200,8192,155528,12.260,0.9500,0.8420,33.0
211400,8192,131192,12.228,0.9580,0.8280,32.9
211600,8192,149856,12.184,0.9420,0.8180,32.9
211800,8192,136264,12.238,0.9380,0.8360,32.9
212000,8192,154516,12.212,0.9340,0.8280,32.9
212200,8192,119576,12.204,0.9440,0.8240,32.9
212400,8192,133996,12.218,0.9480,0.8380,32.9
212600,4096,81344,12.262,0.9520,0.8540,32.8
212800,4096,98716,12.218,0.9340,0.8320,32.8
213000,8192,113548,12.218,0.9320,0.8320,32.8
213200,4096,77224,12.288,0.9400,0.8600,32.8
213400,8192,174540,12.334,0.9620,0.8600,32.8
213600,4096,71516,12.292,0.9460,0.8400,32.7
213800,8192,149908,12.238,0.9400,0.8180,32.7
214000,4096,68268,12.236,0.9280,0.8420,32.7
214200,8192,133096,12.266,0.9400,0.8460,32.7
214400,8192,164308,12.270,0.9460,0.8520,32.7
214600,4096,80148,12.248,0.9520,0.8420,32.7
214800,4096,99028,12.260,0.9560,0.8540,32.6
215000,8192,168988,12.278,0.9520,0.8660,32.6
215200,2048,40152,12.298,0.9560,0.8640,32.6
215400,8192,134388,12.286,0.9520,0.8540,32.5
215600,8192,133004,12.258,0.9540,0.8520,32.5
215800,4096,85460,12.192,0.9500,0.8280,32.5
216000,8192,176404,12.172,0.9480,0.8020,32.5
216200,4096,78196,12.180,0.9320,0.8080,32.5
216400,2048,55620,12.188,0.9300,0.8180,32.4
216600,512,9616,12.184,0.9300,0.8420,32.4
216800,2048,57016,12.210,0.9280,0.8500,32.4
217000,4096,72624,12.222,0.9360,0.8420,32.4
217200,2048,51600,12.214,0.9300,0.8300,32.4
217400,8192,173828,12.190,0.9200,0.8200,32.4
217600,8192,175624,12.200,0.9320,0.8300,32.4
217800,1024,15572,12.244,0.9380,0.8400,32.4
218000,8192,149132,12.278,0.9520,0.8640,32.4
218200,4096,61180,12.282,0.9420,0.8640,32.3
218400,8192,169012,12.276,0.9420,0.8600,32.3
218600,8192,167896,12.314,0.9460,0.8640,32.3
218800,8192,113780,12.306,0.9440,0.8640,32.3
219000,4096,78600,12.262,0.9360,0.8400,32.3
219200,4096,50408,12.258,0.9400,0.8440,32.3
219400,8192,109624,12.240,0.9440,0.8340,32.3
219600,8192,123016,12.262,0.9400,0.8500,32.2
219800,8192,168312,12.270,0.9420,0.8480,32.2
220000,1024,20420,12.304,0.9500,0.8560,32.2
220200,8192,132940,12.322,0.9460,0.8560,32.2
220400,4096,52064,12.320,0.9400,0.8620,32.2
220600,8192,133828,12.274,0.9460,0.8420,32.2
220800,4096,73100,12.230,0.9500,0.8280,32.2
221000,4096,74900,12.278,0.9580,0.8400,32.1
221200,8192,132800,12.298,0.9640,0.8580,32.1
221400,4096,78804,12.300,0.9520,0.8600,32.1
221600,8192,171076,12.274,0.9360,0.8500,32.1
221800,4096,76396,12.248,0.9320,0.8400,32.1
222000,8192,133148,12.246,0.9380,0.8320,32.1
222200,8192,161524,12.242,0.9460,0.8340,32.1
222400,4096,73944,12.286,0.9460,0.8580,32.0
222600,8192,109584,12.278,0.9500,0.8680,32.0
222800,4096,71924,12.268,0.9560,0.8740,32.0
223000,2048,31480,12.268,0.9500,0.8580,32.0
223200,4096,99548,12.218,0.9260,0.8240,32.0
223400,4096,91620,12.216,0.9340,0.8260,32.0
223600,4096,81424,12.290,0.9620,0.8500,32.0
223800,2048,33140,12.226,0.9380,0.8440,32.0
224000,4096,57840,12.266,0.9360,0.8580,32.0
224200,8192,176880,12.300,0.9460,0.8620,31.9
224400,4096,71536,12.308,0.9440,0.8520,31.9
224600,8192,123700,12.270,0.9420,0.8380,31.9
224800,4096,70328,12.238,0.9360,0.8440,31.9
225000,4096,69600,12.242,0.9420,0.8420,31.8
225200,1024,13828,12.244,0.9480,0.8480,31.8
225400,4096,80776,12.226,0.9420,0.8480,31.8
225600,2048,32620,12.276,0.9560,0.8680,31.8
225800,4096,99772,12.254,0.9420,0.8620,31.8
226000,2048,34648,12.276,0.9420,0.8600,31.8
226200,8192,148444,12.216,0.9360,0.8180,31.7
226400,8192,131760,12.238,0.9360,0.8320,31.7
226600,4096,98784,12.208,0.9240,0.8360,31.7
226800,8192,174864,12.228,0.9240,0.8360,31.7
227000,4096,61156,12.288,0.9440,0.8480,31.7
227200,8192,134556,12.266,0.9440,0.8440,31.7
227400,4096,82184,12.282,0.9580,0.8520,31.7
227600,4096,57960,12.328,0.9520,0.8580,31.7
227800,8192,169756,12.334,0.9480,0.8480,31.7
228000,2048,34292,12.328,0.9500,0.8600,31.7
228200,4096,93004,12.316,0.9580,0.8560,31.6
228400,8192,124676,12.294,0.9540,0.8480,31.6
228600,4096,80232,12.240,0.9420,0.8360,31.6
228800,4096,89092,12.254,0.9460,0.8500,31.6
229000,4096,90880,12.286,0.9540,0.8640,31.6
229200,8192,109548,12.286,0.9480,0.8500,31.6
229400,8192,174396,12.306,0.9480,0.8580,31.6
229600,4096,61172,12.296,0.9580,0.8660,31.6
229800,8192,178140,12.294,0.9540,0.8580,31.6
230000,8192,159216,12.270,0.9380,0.8360,31.5
230200,8192,177072,12.278,0.9280,0.8460,31.5
230400,8192,179404,12.296,0.9420,0.8560,31.5
230600,4096,89660,12.270,0.9420,0.8660,31.5
230800,8192,132948,12.216,0.9400,0.8380,31.5
231000,4096,81460,12.290,0.9520,0.8600,31.5
231200,2048,30788,12.296,0.9640,0.8620,31.5
231400,4096,67452,12.314,0.9500,0.8580,31.5
231600,8192,175496,12.286,0.9420,0.8380,31.5
231800,2048,31768,12.288,0.9400,0.8700,31.5
232000,4096,67752,12.254,0.9400,0.8720,31.5
232200,1024,18460,12.306,0.9560,0.8780,31.5
232400,8192,124100,12.338,0.9620,0.8680,31.5
232600,4096,76464,12.312,0.9600,0.8700,31.5
232800,4096,79776,12.252,0.9460,0.8400,31.5
233000,1024,21500,12.206,0.9440,0.8220,31.5
233200,8192,136832,12.252,0.9500,0.8300,31.4
233400,8192,156784,12.304,0.9460,0.8560,31.4
233600,8192,158016,12.308,0.9480,0.8540,31.4
233800,8192,158312,12.258,0.9380,0.8560,31.4
234000,8192,130976,12.316,0.9600,0.8740,31.4
234200,4096,80612,12.300,0.9540,0.8680,31.4
234400,4096,80512,12.320,0.9480,0.8560,31.4
234600,8192,124880,12.290,0.9380,0.8540,31.4
234800,8192,152444,12.300,0.9460,0.8580,31.4
235000,8192,125180,12.306,0.9560,0.8560,31.3
235200,4096,71408,12.262,0.9500,0.8440,31.3
235400,8192,131980,12.282,0.9560,0.8580,31.3
235600,4096,66032,12.260,0.9520,0.8600,31.3
235800,4096,81088,12.278,0.9480,0.8700,31.3
236000,4096,68612,12.278,0.9560,0.8520,31.3
236200,8192,155264,12.284,0.9540,0.8380,31.3
236400,4096,95364,12.254,0.9400,0.8320,31.3
236600,4096,84316,12.206,0.9260,0.8260,31.3
236800,4096,88716,12.198,0.9300,0.8340,31.2
237000,8192,171476,12.224,0.9420,0.8460,31.2
237200,8192,126664,12.220,0.9340,0.8260,31.2
237400,8192,152188,12.222,0.9180,0.8260,31.2
237600,4096,91452,12.260,0.9340,0.8560,31.2
237800,2048,39220,12.268,0.9480,0.8560,31.2
238000,4096,78700,12.252,0.9520,0.8500,31.2
238200,4096,67332,12.250,0.9440,0.8360,31.2
238400,4096,85336,12.222,0.9460,0.8280,31.1
238600,4096,49916,12.244,0.9420,0.8400,31.1
238800,4096,60008,12.236,0.9440,0.8420,31.1
239000,8192,169524,12.300,0.9500,0.8580,31.1
239200,1024,20256,12.274,0.9500,0.8400,31.1
239400,8192,166976,12.244,0.9420,0.8340,31.1
239600,4096,83308,12.270,0.9560,0.8500,31.1
239800,8192,166488,12.252,0.9460,0.8400,31.1
240000,8192,131420,12.244,0.9380,0.8340,31.1
240200,8192,175804,12.272,0.9420,0.8540,31.1
240400,512,9640,12.264,0.9440,0.8520,31.1
240600,4096,60512,12.270,0.9460,0.8580,31.0
240800,4096,78560,12.298,0.9480,0.8580,31.0
241000,8192,132356,12.264,0.9440,0.8560,31.0
241200,4096,65044,12.236,0.9480,0.8380,31.0
241400,1024,16448,12.212,0.9460,0.8280,31.0
241600,4096,80784,12.268,0.9480,0.8440,31.0
241800,4096,59888,12.276,0.9520,0.8580,31.0
242000,8192,176604,12.312,0.9600,0.8720,31.0
242200,8192,116152,12.240,0.9320,0.8540,31.0
242400,8192,168444,12.224,0.9280,0.8460,31.0
242600,1024,17720,12.224,0.9300,0.8320,31.0
242800,8192,162356,12.306,0.9540,0.8520,31.0
243000,8192,165724,12.264,0.9520,0.8520,31.0
243200,2048,39380,12.290,0.9460,0.8620,31.0
243400,4096,61956,12.276,0.9440,0.8600,31.0
243600,1024,17644,12.342,0.9560,0.8800,31.0
243800,8192,112840,12.336,0.9600,0.8740,31.0
244000,4096,96704,12.370,0.9680,0.8880,30.9
244200,8192,148340,12.312,0.9660,0.8620,30.9
244400,8192,172704,12.312,0.9620,0.8480,30.9
244600,4096,75224,12.328,0.9540,0.8480,30.9
244800,8192,115184,12.356,0.9560,0.8680,30.9
245000,4096,76668,12.340,0.9500,0.8720,30.9
245200,8192,157024,12.300,0.9460,0.8600,30.9
245400,1024,14852,12.298,0.9400,0.8640,30.9
245600,4096,60568,12.264,0.9360,0.8540,30.9
245800,8192,158848,12.286,0.9420,0.8600,30.8
246000,4096,67572,12.292,0.9400,0.8660,30.8
246200,8192,114920,12.284,0.9420,0.8680,30.8
246400,4096,80324,12.262,0.9340,0.8520,30.8
246600,2048,35200,12.250,0.9420,0.8460,30.8
246800,4096,80416,12.290,0.9420,0.8540,30.8
247000,8192,109864,12.308,0.9540,0.8700,30.8
247200,4096,76176,12.276,0.9440,0.8460,30.8
247400,4096,47660,12.294,0.9460,0.8360,30.7
247600,8192,175800,12.276,0.9460,0.8220,30.7
247800,4096,52232,12.244,0.9440,0.8220,30.7
248000,8192,146748,12.240,0.9360,0.8440,30.7
248200,8192,127544,12.232,0.9320,0.8460,30.7
248400,4096,61456,12.214,0.9240,0.8360,30.7
248600,4096,79616,12.232,0.9280,0.8460,30.7
248800,8192,109508,12.326,0.9460,0.8740,30.7
249000,4096,69380,12.348,0.9460,0.8800,30.7
249200,8192,133056,12.278,0.9420,0.8420,30.7
249400,4096,88576,12.254,0.9380,0.8340,30.6
249600,4096,62452,12.336,0.9600,0.8720,30.6
249800,8192,176216,12.356,0.9580,0.8720,30.6
250000,4096,81040,12.312,0.9500,0.8540,30.6
250200,8192,133236,12.278,0.9460,0.8340,30.6
250400,8192,149796,12.244,0.9400,0.8360,30.6
250600,4096,77504,12.322,0.9480,0.8700,30.5
250800,1024,14164,12.312,0.9440,0.8760,30.5
251000,4096,96464,12.316,0.9440,0.8640,30.5
251200,2048,27380,12.248,0.9340,0.8400,30.5
251400,4096,58796,12.226,0.9300,0.8340,30.5
251600,8192,170688,12.258,0.9280,0.8460,30.5
251800,8192,175928,12.262,0.9180,0.8420,30.5
252000,8192,167988,12.270,0.9280,0.8380,30.5
252200,4096,59672,12.288,0.9400,0.8440,30.5
252400,4096,66948,12.274,0.9360,0.8360,30.5
252600,4096,79664,12.316,0.9500,0.8480,30.5
252800,2048,32136,12.310,0.9560,0.8500,30.5
253000,4096,75920,12.308,0.9560,0.8700,30.4
253200,8192,175000,12.276,0.9420,0.8620,30.4
253400,8192,147804,12.360,0.9560,0.8880,30.4
253600,4096,76728,12.336,0.9500,0.8660,30.4
253800,4096,53176,12.258,0.9300,0.8360,30.4
254000,8192,168216,12.238,0.9300,0.8360,30.4
254200,2048,37644,12.320,0.9400,0.8560,30.4
254400,4096,76460,12.344,0.9480,0.8680,30.4
254600,4096,80412,12.316,0.9420,0.8600,30.4
254800,4096,70896,12.284,0.9460,0.8500,30.4
255000,4096,62384,12.344,0.9560,0.8800,30.4
255200,8192,128948,12.342,0.9540,0.8760,30.4
255400,8192,173052,12.286,0.9380,0.8520,30.4
255600,8192,104580,12.330,0.9480,0.8500,30.3
255800,8192,173784,12.274,0.9500,0.8380,30.3
256000,8192,131884,12.276,0.9440,0.8380,30.3
256200,8192,107852,12.248,0.9340,0.8280,30.3
256400,8192,171112,12.242,0.9180,0.8380,30.3
256600,8192,130444,12.260,0.9240,0.8420,30.3
256800,4096,73100,12.276,0.9320,0.8460,30.3
257000,4096,74764,12.248,0.9300,0.8460,30.2
257200,8192,156896,12.264,0.9360,0.8500,30.2
257400,2048,27052,12.286,0.9560,0.8700,30.2
257600,2048,36892,12.268,0.9540,0.8620,30.2
257800,8192,171440,12.286,0.9480,0.8600,30.2
258000,1024,22288,12.348,0.9520,0.8640,30.2
258200,8192,176788,12.380,0.9520,0.8740,30.2
258400,8192,173388,12.372,0.9560,0.8760,30.2
258600,8192,127524,12.316,0.9620,0.8580,30.2
258800,8192,134376,12.304,0.9480,0.8480,30.2
259000,4096,78736,12.306,0.9400,0.8500,30.2
259200,4096,67656,12.326,0.9500,0.8660,30.2
259400,8192,137580,12.328,0.9560,0.8580,30.1
259600,8192,176348,12.376,0.9620,0.8580,30.1
259800,8192,129316,12.354,0.9440,0.8500,30.1
260000,4096,97004,12.320,0.9480,0.8440,30.1
260200,8192,156508,12.276,0.9500,0.8420,30.1
260400,8192,174448,12.282,0.9540,0.8440,30.1
260600,8192,174996,12.302,0.9540,0.8480,30.1
260800,4096,77928,12.288,0.9440,0.8380,30.1
261000,8192,177272,12.300,0.9480,0.8400,30.1
261200,1024,16004,12.342,0.9480,0.8700,30.1
261400,2048,36620,12.292,0.9440,0.8520,30.1
261600,8192,154304,12.250,0.9460,0.8360,30.1
261800,8192,130636,12.348,0.9600,0.8700,30.0
262000,4096,61572,12.326,0.9460,0.8620,30.0
262200,1024,14476,12.266,0.9240,0.8460,30.0
262400,8192,167888,12.230,0.9200,0.8420,30.0
262600,2048,31976,12.254,0.9300,0.8520,30.0
262800,4096,76112,12.300,0.9460,0.8700,30.0
263000,2048,36116,12.216,0.9180,0.8360,30.0
263200,8192,172224,12.174,0.9000,0.8120,30.0
263400,4096,80624,12.226,0.9220,0.8380,30.0
263600,8192,149840,12.278,0.9440,0.8660,30.0
263800,4096,74292,12.286,0.9380,0.8660,30.0
264000,4096,80704,12.348,0.9460,0.8680,30.0
264200,8192,165908,12.308,0.9440,0.8560,29.9
264400,4096,90212,12.346,0.9560,0.8740,29.9
264600,4096,83840,12.342,0.9600,0.8800,29.9
264800,8192,124032,12.392,0.9740,0.8940,29.9
265000,4096,70712,12.322,0.9580,0.8740,29.9
265200,8192,149416,12.296,0.9460,0.8540,29.9
265400,4096,87132,12.306,0.9420,0.8560,29.9
265600,4096,79384,12.320,0.9460,0.8660,29.9
265800,16384,247312,12.320,0.9340,0.8780,29.9
266000,8192,130720,12.288,0.9300,0.8720,29.9
266200,8192,168084,12.324,0.9440,0.8660,29.9
266400,8192,175412,12.362,0.9580,0.8760,29.8
266600,4096,81408,12.314,0.9540,0.8760,29.8
266800,4096,79700,12.312,0.9460,0.8760,29.8
267000,2048,27332,12.298,0.9400,0.8700,29.8
267200,2048,28100,12.356,0.9460,0.8740,29.8
267400,8192,174040,12.400,0.9640,0.8920,29.8
267600,8192,156956,12.334,0.9540,0.8660,29.8
267800,8192,132796,12.322,0.9560,0.8560,29.8
268000,8192,114980,12.286,0.9520,0.8440,29.8
268200,8192,175216,12.314,0.9460,0.8480,29.8
268400,4096,59388,12.282,0.9340,0.8340,29.8
268600,4096,80408,12.354,0.9460,0.8660,29.8
268800,4096,79520,12.290,0.9440,0.8600,29.8
269000,8192,168388,12.304,0.9440,0.8580,29.7
269200,4096,58476,12.350,0.9520,0.8820,29.7
269400,8192,174220,12.334,0.9500,0.8780,29.7
269600,8192,172000,12.388,0.9520,0.8840,29.7
269800,8192,107748,12.398,0.9500,0.8620,29.7
270000,4096,61608,12.396,0.9480,0.8540,29.7
270200,2048,36332,12.332,0.9500,0.8480,29.7
270400,8192,171884,12.342,0.9620,0.8580,29.7
270600,4096,80500,12.330,0.9560,0.8640,29.7
270800,4096,52184,12.376,0.9580,0.8640,29.7
271000,2048,35160,12.296,0.9400,0.8420,29.7
271200,8192,157520,12.310,0.9520,0.8600,29.6
271400,4096,71848,12.332,0.9640,0.8820,29.6
271600,8192,133008,12.324,0.9580,0.9020,29.6
271800,4096,80624,12.338,0.9560,0.8820,29.6
272000,2048,60704,12.324,0.9540,0.8580,29.6
272200,8192,143408,12.388,0.9640,0.8740,29.6
272400,4096,78688,12.384,0.9600,0.8740,29.6
272600,4096,70912,12.382,0.9540,0.8800,29.6
272800,8192,141500,12.362,0.9520,0.8620,29.5
273000,8192,154232,12.386,0.9560,0.8780,29.5
273200,4096,65288,12.346,0.9460,0.8760,29.5
273400,8192,167596,12.356,0.9420,0.8740,29.5
273600,4096,87252,12.372,0.9500,0.8720,29.5
273800,2048,40924,12.328,0.9480,0.8680,29.5
274000,512,9516,12.308,0.9540,0.8660,29.5
274200,4096,80260,12.264,0.9500,0.8460,29.4
274400,8192,134452,12.286,0.9560,0.8440,29.4
274600,1024,17180,12.312,0.9500,0.8540,29.4
274800,8192,155956,12.332,0.9480,0.8680,29.4
275000,4096,80112,12.354,0.9540,0.8760,29.4
275200,4096,64272,12.368,0.9600,0.8920,29.4
275400,8192,172980,12.332,0.9460,0.8720,29.4
275600,8192,167884,12.326,0.9360,0.8740,29.3
275800,8192,100268,12.342,0.9420,0.8720,29.3
276000,4096,77748,12.390,0.9560,0.8840,29.3
276200,8192,134804,12.372,0.9640,0.8900,29.3
276400,8192,157908,12.318,0.9560,0.8660,29.3
276600,4096,70468,12.300,0.9520,0.8680,29.3
276800,2048,26296,12.302,0.9460,0.8640,29.3
277000,8192,170752,12.292,0.9400,0.8620,29.3
277200,4096,76480,12.318,0.9440,0.8640,29.3
277400,4096,70136,12.336,0.9440,0.8760,29.2
277600,8192,152508,12.276,0.9360,0.8480,29.2
277800,8192,151100,12.320,0.9420,0.8620,29.2
278000,4096,76808,12.412,0.9600,0.8800,29.2
278200,8192,200032,12.384,0.9500,0.8780,29.1
278400,2048,35112,12.328,0.9520,0.8660,29.1
278600,8192,192936,12.290,0.9560,0.8560,29.1
278800,4096,77884,12.292,0.9540,0.8460,29.1
279000,1024,20048,12.298,0.9480,0.8480,29.1
279200,8192,112700,12.330,0.9460,0.8580,29.1
279400,4096,61656,12.344,0.9500,0.8640,29.1
279600,8192,175352,12.344,0.9460,0.8680,29.1
279800,8192,173968,12.332,0.9520,0.8640,29.1
280000,8192,175936,12.342,0.9520,0.8600,29.1
280200,2048,43544,12.310,0.9460,0.8600,29.1
280400,8192,132964,12.274,0.9440,0.8520,29.1
280600,4096,74640,12.328,0.9400,0.8600,29.1
280800,8192,109700,12.340,0.9440,0.8540,29.1
281000,8192,216672,12.376,0.9540,0.8660,29.0
281200,8192,147992,12.378,0.9520,0.8700,29.0
281400,4096,90300,12.394,0.9580,0.8700,29.0
281600,2048,35828,12.422,0.9600,0.8780,29.0
281800,8192,172628,12.372,0.9600,0.8720,29.0
282000,8192,153328,12.338,0.9480,0.8700,29.0
282200,8192,169320,12.322,0.9440,0.8580,29.0
282400,8192,135152,12.300,0.9340,0.8400,29.0
282600,8192,168484,12.282,0.9280,0.8360,29.0
282800,8192,175404,12.344,0.9440,0.8600,29.0
283000,4096,64316,12.338,0.9460,0.8580,29.0
283200,8192,123556,12.300,0.9380,0.8460,29.0
283400,8192,176944,12.342,0.9440,0.8580,29.0
283600,8192,132224,12.326,0.9420,0.8620,29.0
283800,8192,120476,12.332,0.9400,0.8540,29.0
284000,4096,57216,12.364,0.9500,0.8760,28.9
284200,8192,133688,12.350,0.9540,0.8820,28.9
284400,8192,157396,12.400,0.9620,0.8980,28.9
284600,4096,80120,12.406,0.9640,0.8720,28.9
284800,8192,156700,12.362,0.9520,0.8660,28.9
285000,8192,103848,12.376,0.9500,0.8740,28.9
285200,16384,268916,12.390,0.9540,0.8740,28.9
285400,1024,16752,12.362,0.9480,0.8660,28.9
285600,8192,133704,12.328,0.9360,0.8520,28.9
285800,4096,78616,12.292,0.9300,0.8540,28.9
286000,4096,79916,12.312,0.9440,0.8620,28.9
286200,8192,124008,12.256,0.9300,0.8500,28.9
286400,8192,129060,12.270,0.9160,0.8260,28.9
286600,4096,61432,12.292,0.9320,0.8220,28.9
286800,8192,136824,12.372,0.9600,0.8520,28.9
287000,8192,171780,12.322,0.9480,0.8380,28.9
287200,8192,143808,12.350,0.9460,0.8540,28.9
287400,8192,125732,12.330,0.9500,0.8520,28.8
287600,4096,80508,12.348,0.9660,0.8600,28.8
287800,16384,231336,12.382,0.9600,0.8660,28.8
288000,8192,115296,12.392,0.9460,0.8820,28.8
288200,4096,79088,12.320,0.9340,0.8720,28.8
288400,8192,104520,12.298,0.9420,0.8660,28.8
288600,8192,172208,12.338,0.9480,0.8680,28.8
288800,4096,59648,12.390,0.9580,0.8820,28.8
289000,8192,144988,12.344,0.9560,0.8520,28.8
289200,8192,177292,12.332,0.9580,0.8620,28.8
289400,8192,132400,12.318,0.9560,0.8600,28.8
289600,8192,166376,12.356,0.9540,0.8700,28.8
289800,1024,13300,12.380,0.9620,0.8880,28.8
290000,8192,144868,12.352,0.9500,0.8800,28.8
290200,8192,166328,12.312,0.9420,0.8580,28.8
290400,8192,132912,12.322,0.9480,0.8640,28.7
290600,8192,152372,12.306,0.9460,0.8700,28.7
290800,4096,76408,12.328,0.9480,0.8820,28.7
291000,4096,78568,12.276,0.9420,0.8680,28.7
291200,8192,109556,12.306,0.9600,0.8680,28.7
291400,4096,81200,12.406,0.9720,0.8980,28.7
291600,4096,58360,12.374,0.9560,0.8860,28.7
291800,1024,12876,12.342,0.9420,0.8680,28.7
292000,8192,172488,12.330,0.9480,0.8660,28.7
292200,4096,81800,12.316,0.9380,0.8660,28.7
292400,8192,131912,12.298,0.9340,0.8680,28.7
292600,8192,133664,12.348,0.9480,0.8720,28.7
292800,8192,134416,12.344,0.9560,0.8500,28.7
293000,8192,172540,12.384,0.9500,0.8560,28.7
293200,4096,50708,12.338,0.9500,0.8520,28.7
293400,1024,16908,12.310,0.9380,0.8600,28.7
293600,8192,153728,12.342,0.9440,0.8720,28.6
293800,4096,80184,12.326,0.9360,0.8640,28.6
294000,8192,152060,12.302,0.9400,0.8540,28.6
294200,2048,35164,12.294,0.9420,0.8500,28.6
294400,8192,170480,12.366,0.9580,0.8740,28.6
294600,8192,133020,12.336,0.9460,0.8620,28.6
294800,4096,74512,12.342,0.9440,0.8680,28.6
295000,8192,117140,12.346,0.9480,0.8680,28.6
295200,4096,81776,12.366,0.9480,0.8640,28.6
295400,8192,164604,12.362,0.9440,0.8780,28.6
295600,4096,62172,12.284,0.9360,0.8640,28.6
295800,8192,166776,12.254,0.9340,0.8480,28.6
296000,8192,135064,12.310,0.9440,0.8520,28.6
296200,8192,132768,12.384,0.9520,0.8680,28.6
296400,8192,153304,12.354,0.9440,0.8580,28.6
296600,1024,14556,12.326,0.9440,0.8440,28.6
296800,8192,124044,12.312,0.9340,0.8440,28.6
297000,4096,80232,12.370,0.9400,0.8640,28.6
297200,2048,38588,12.358,0.9480,0.8740,28.6
297400,8192,130268,12.388,0.9580,0.8780,28.6
297600,4096,80596,12.412,0.9580,0.8800,28.6
297800,4096,80628,12.416,0.9580,0.8860,28.6
298000,8192,126460,12.330,0.9300,0.8540,28.6
298200,4096,74600,12.268,0.9200,0.8440,28.5
298400,4096,65816,12.294,0.9360,0.8680,28.5
298600,2048,40132,12.310,0.9500,0.8860,28.5
298800,8192,112716,12.372,0.9600,0.8780,28.5
299000,4096,70180,12.418,0.9580,0.8820,28.5
299200,4096,79516,12.430,0.9620,0.8820,28.5
299400,8192,192520,12.398,0.9540,0.8700,28.5
299600,2048,44980,12.376,0.9500,0.8640,28.5
299800,4096,58548,12.354,0.9600,0.8700,28.5
300000,8192,175544,12.384,0.9620,0.8860,28.5
300200,4096,63208,12.426,0.9660,0.8960,28.5
300400,4096,76376,12.414,0.9620,0.9060,28.4
300600,2048,34736,12.332,0.9440,0.8740,28.4
300800,8192,127156,12.394,0.9600,0.8880,28.4
301000,8192,145248,12.418,0.9640,0.8820,28.4
301200,8192,175260,12.400,0.9560,0.8760,28.4
301400,2048,37200,12.380,0.9520,0.8740,28.4
301600,4096,76164,12.328,0.9480,0.8600,28.4
301800,8192,131028,12.350,0.9560,0.8740,28.4
302000,4096,96108,12.352,0.9500,0.8740,28.4
302200,4096,80528,12.396,0.9600,0.8800,28.4
302400,8192,156860,12.398,0.9620,0.8760,28.4
302600,8192,173096,12.330,0.9540,0.8580,28.4
302800,4096,85588,12.370,0.9560,0.8760,28.4
303000,8192,173264,12.372,0.9500,0.8760,28.4
303200,8192,133388,12.404,0.9480,0.8780,28.4
303400,2048,34696,12.382,0.9460,0.8780,28.4
303600,8192,164328,12.290,0.9360,0.8600,28.4
303800,8192,169184,12.288,0.9320,0.8560,28.4
304000,4096,80624,12.260,0.9280,0.8340,28.4
304200,8192,155328,12.274,0.9320,0.8400,28.4
304400,4096,81852,12.304,0.9340,0.8360,28.4
304600,4096,70852,12.346,0.9480,0.8560,28.4
304800,1024,16820,12.348,0.9460,0.8640,28.4
305000,8192,167276,12.360,0.9460,0.8720,28.4
305200,8192,125812,12.368,0.9540,0.8780,28.4
305400,8192,145868,12.376,0.9580,0.8700,28.4
305600,4096,98304,12.390,0.9640,0.8760,28.4
305800,512,10272,12.384,0.9620,0.8720,28.4
306000,4096,65140,12.348,0.9520,0.8540,28.4
306200,2048,35556,12.382,0.9460,0.8700,28.4
306400,8192,158632,12.408,0.9500,0.8820,28.4
306600,8192,175568,12.402,0.9580,0.8820,28.4
306800,8192,157184,12.378,0.9580,0.8740,28.4
307000,4096,113372,12.356,0.9460,0.8620,28.4
307200,4096,84548,12.360,0.9420,0.8680,28.4
307400,2048,36872,12.326,0.9440,0.8740,28.4
307600,4096,76520,12.262,0.9300,0.8540,28.4
307800,4096,82344,12.270,0.9260,0.8600,28.3
308000,1024,21848,12.354,0.9380,0.8760,28.3
308200,8192,173096,12.370,0.9480,0.8620,28.3
